amm_number,product_name,manufacturer,submission_date,approval_date,clinical_trial_participants,reported_side_effects,batch_size,price_per_unit,production_cost,is_fraud,approval_time,price_to_cost_ratio,batch_size_variation,fast_approval,manufacturer_BioPharm Solutions,manufacturer_CureAll,manufacturer_HealthGen,manufacturer_MediVita,manufacturer_PharmaCorp
AMM-2023-515,PainAway,BioPharm Solutions,2023-03-17,2023-03-24,659,44,200000,40.01,5.93,1,7,6.747048903878583,2.0,1,True,False,False,False,False
AMM-2023-516,PainAway,HealthGen,2023-03-21,2023-08-15,648,32,150000,31.25,6.06,0,147,5.156765676567657,1.5,0,False,False,True,False,False
AMM-2023-517,FlexiJoint,MediVita,2023-03-29,2023-09-01,1498,113,200000,28.47,5.56,0,156,5.120503597122302,2.0,0,False,False,False,True,False
AMM-2023-518,PainAway,MediVita,2023-02-22,2023-05-04,875,67,200000,90.2,12.89,0,71,6.99767261442979,2.0,0,False,False,False,True,False
AMM-2023-519,MediSafeX,MediVita,2023-03-13,2023-06-15,1799,125,200000,84.01,11.76,0,94,7.1437074829931975,2.0,0,False,False,False,True,False
AMM-2023-520,CardioPlus,PharmaCorp,2023-04-10,2023-09-01,373,36,100000,260.28,8.76,1,144,29.712328767123285,1.0,0,False,False,False,False,True
AMM-2023-521,CardioPlus,MediVita,2023-04-18,2023-07-08,865,56,50000,92.04,13.61,0,81,6.762674504041147,0.5,0,False,False,False,True,False
AMM-2023-522,FlexiJoint,BioPharm Solutions,2023-03-05,2023-04-08,550,22,150000,51.78,6.88,0,34,7.526162790697675,1.5,0,True,False,False,False,False
AMM-2023-523,QuickHeal,HealthGen,2023-03-30,2023-09-07,1363,49,100000,63.71,10.15,0,161,6.276847290640394,1.0,0,False,False,True,False,False
AMM-2023-524,QuickHeal,MediVita,2023-06-10,2023-12-05,1270,26,100000,101.75,13.69,0,178,7.4324324324324325,1.0,0,False,False,False,True,False
AMM-2023-525,PainAway,MediVita,2023-02-16,2023-06-12,466,6,100000,187.38,12.23,1,116,15.321340964840555,1.0,0,False,False,False,True,False
AMM-2023-526,QuickHeal,PharmaCorp,2023-05-25,2023-07-23,1202,48,100000,39.57,8.64,0,59,4.579861111111111,1.0,0,False,False,False,False,True
AMM-2023-527,QuickHeal,CureAll,2023-04-07,2023-08-28,597,19,50000,46.4,11.57,0,143,4.010371650821089,0.5,0,False,True,False,False,False
AMM-2023-528,FlexiJoint,HealthGen,2023-04-13,2023-08-22,696,51,50000,20.56,5.73,0,131,3.5881326352530536,0.5,0,False,False,True,False,False
AMM-2023-529,MediSafeX,CureAll,2023-03-19,2023-08-01,211,11,150000,52.92,8.77,0,135,6.034207525655645,1.5,0,False,True,False,False,False
AMM-2023-530,PainAway,MediVita,2023-04-28,2023-09-18,1769,66,200000,169.95,12.63,1,143,13.456057007125889,2.0,0,False,False,False,True,False
AMM-2023-531,QuickHeal,PharmaCorp,2023-02-12,2023-07-01,1282,56,50000,61.7,10.85,0,139,5.686635944700461,0.5,0,False,False,False,False,True
AMM-2023-532,MediSafeX,BioPharm Solutions,2023-04-04,2023-07-30,326,22,100000,30.47,5.14,0,117,5.928015564202335,1.0,0,True,False,False,False,False
AMM-2023-533,MediSafeX,PharmaCorp,2023-01-22,2023-04-14,440,18,100000,21.09,5.78,0,82,3.64878892733564,1.0,0,False,False,False,False,True
AMM-2023-534,QuickHeal,HealthGen,2023-04-07,2023-04-23,1964,158,100000,34.66,7.46,1,16,4.646112600536193,1.0,1,False,False,True,False,False
AMM-2023-535,FlexiJoint,PharmaCorp,2023-04-07,2023-08-27,915,19,50000,93.67,12.9,0,142,7.261240310077519,0.5,0,False,False,False,False,True
AMM-2023-536,QuickHeal,PharmaCorp,2023-06-06,2023-09-05,1553,44,100000,23.19,5.14,0,91,4.511673151750974,1.0,0,False,False,False,False,True
AMM-2023-537,PainAway,BioPharm Solutions,2023-02-08,2023-02-18,919,40,150000,44.03,8.0,1,10,5.50375,1.5,1,True,False,False,False,False
AMM-2023-538,PainAway,BioPharm Solutions,2023-03-25,2023-05-19,818,43,100000,29.81,9.41,0,55,3.167906482465462,1.0,0,True,False,False,False,False
AMM-2023-539,FlexiJoint,PharmaCorp,2023-05-29,2023-10-19,774,44,200000,47.25,7.18,0,143,6.580779944289694,2.0,0,False,False,False,False,True
AMM-2023-540,QuickHeal,CureAll,2023-06-30,2023-10-22,1700,18,50000,74.24,12.7,0,114,5.845669291338583,0.5,0,False,True,False,False,False
AMM-2023-541,QuickHeal,BioPharm Solutions,2023-03-29,2023-05-12,1713,45,150000,262.2,8.83,1,44,29.694224235560586,1.5,0,True,False,False,False,False
AMM-2023-542,QuickHeal,PharmaCorp,2023-03-06,2023-08-28,1641,95,200000,46.05,6.23,0,175,7.391653290529694,2.0,0,False,False,False,False,True
AMM-2023-543,MediSafeX,PharmaCorp,2023-06-11,2023-10-10,1628,162,100000,63.43,14.62,0,121,4.338577291381669,1.0,0,False,False,False,False,True
AMM-2023-544,CardioPlus,HealthGen,2023-03-21,2023-05-30,250,11,50000,56.83,9.57,0,70,5.938349007314525,0.5,0,False,False,True,False,False
AMM-2023-545,MediSafeX,MediVita,2023-02-21,2023-03-13,1382,98,50000,211.24,7.11,1,20,29.710267229254573,0.5,1,False,False,False,True,False
AMM-2023-546,MediSafeX,BioPharm Solutions,2023-02-18,2023-06-17,1229,8,50000,48.66,9.71,0,119,5.011328527291451,0.5,0,True,False,False,False,False
AMM-2023-547,FlexiJoint,MediVita,2023-03-02,2023-03-12,1629,158,150000,45.05,7.32,1,10,6.154371584699453,1.5,1,False,False,False,True,False
AMM-2023-548,FlexiJoint,PharmaCorp,2023-06-20,2023-09-19,500,48,150000,68.5,12.22,0,91,5.60556464811784,1.5,0,False,False,False,False,True
AMM-2023-549,FlexiJoint,PharmaCorp,2023-01-30,2023-02-06,1197,94,100000,55.29,8.36,1,7,6.613636363636364,1.0,1,False,False,False,False,True
AMM-2023-550,FlexiJoint,CureAll,2023-06-01,2023-08-31,780,13,100000,16.61,5.18,0,91,3.2065637065637067,1.0,0,False,True,False,False,False
AMM-2023-551,FlexiJoint,CureAll,2023-06-21,2023-08-15,1749,131,50000,44.43,7.69,0,55,5.777633289986996,0.5,0,False,True,False,False,False
AMM-2023-552,QuickHeal,BioPharm Solutions,2023-02-26,2023-05-09,1452,136,150000,32.68,8.32,0,72,3.9278846153846154,1.5,0,True,False,False,False,False
AMM-2023-553,PainAway,MediVita,2023-01-16,2023-02-12,1404,63,100000,92.06,13.95,1,27,6.599283154121864,1.0,1,False,False,False,True,False
AMM-2023-554,FlexiJoint,CureAll,2023-01-03,2023-07-02,1097,7,200000,65.39,13.56,0,180,4.822271386430678,2.0,0,False,True,False,False,False
AMM-2023-555,MediSafeX,BioPharm Solutions,2023-06-23,2023-12-12,1275,105,100000,49.83,14.09,0,172,3.536550745209368,1.0,0,True,False,False,False,False
AMM-2023-556,QuickHeal,PharmaCorp,2023-06-12,2023-11-20,1847,28,200000,48.38,6.22,0,161,7.778135048231512,2.0,0,False,False,False,False,True
AMM-2023-557,QuickHeal,HealthGen,2023-05-29,2023-10-16,1243,98,150000,89.65,11.34,0,140,7.905643738977073,1.5,0,False,False,True,False,False
AMM-2023-558,QuickHeal,MediVita,2023-06-18,2023-07-30,1089,60,100000,77.74,10.23,0,42,7.59921798631476,1.0,0,False,False,False,True,False
AMM-2023-559,PainAway,PharmaCorp,2023-06-04,2023-08-27,665,66,100000,300.86,14.79,1,84,20.342123056119,1.0,0,False,False,False,False,True
AMM-2023-560,FlexiJoint,BioPharm Solutions,2023-03-20,2023-09-13,1286,122,200000,39.7,6.81,0,177,5.8296622613803235,2.0,0,True,False,False,False,False
AMM-2023-561,MediSafeX,HealthGen,2023-02-12,2023-08-05,571,41,150000,51.54,8.49,0,174,6.070671378091872,1.5,0,False,False,True,False,False
AMM-2023-562,MediSafeX,CureAll,2023-05-23,2023-11-11,561,53,200000,62.04,10.92,0,172,5.681318681318682,2.0,0,False,True,False,False,False
AMM-2023-563,CardioPlus,BioPharm Solutions,2023-06-09,2023-09-20,1523,25,150000,82.36,14.16,0,103,5.81638418079096,1.5,0,True,False,False,False,False
AMM-2023-564,CardioPlus,PharmaCorp,2023-01-01,2023-04-04,1587,136,100000,39.77,13.14,0,93,3.0266362252663623,1.0,0,False,False,False,False,True
AMM-2023-565,MediSafeX,CureAll,2023-02-03,2023-07-22,268,12,200000,43.66,7.97,0,169,5.478042659974905,2.0,0,False,True,False,False,False
AMM-2023-566,FlexiJoint,PharmaCorp,2023-01-14,2023-03-08,1444,6,100000,37.45,9.71,0,53,3.8568486096807413,1.0,0,False,False,False,False,True
AMM-2023-567,FlexiJoint,BioPharm Solutions,2023-04-29,2023-06-26,1692,123,50000,64.02,9.96,0,58,6.427710843373493,0.5,0,True,False,False,False,False
AMM-2023-568,FlexiJoint,HealthGen,2023-06-14,2023-08-07,1593,51,100000,74.65,12.4,0,54,6.020161290322581,1.0,0,False,False,True,False,False
AMM-2023-569,MediSafeX,HealthGen,2023-03-10,2023-04-07,1970,146,100000,28.75,7.08,1,28,4.0607344632768365,1.0,1,False,False,True,False,False
AMM-2023-570,QuickHeal,HealthGen,2023-06-27,2023-12-12,616,20,150000,46.36,11.76,0,168,3.942176870748299,1.5,0,False,False,True,False,False
AMM-2023-571,FlexiJoint,HealthGen,2023-05-25,2023-10-24,1318,37,100000,41.75,7.34,0,152,5.6880108991825615,1.0,0,False,False,True,False,False
AMM-2023-572,MediSafeX,PharmaCorp,2023-04-01,2023-09-04,432,28,150000,89.51,11.68,0,156,7.663527397260275,1.5,0,False,False,False,False,True
AMM-2023-573,FlexiJoint,HealthGen,2023-04-11,2023-10-03,1873,23,100000,38.85,5.35,0,175,7.261682242990655,1.0,0,False,False,True,False,False
AMM-2023-574,FlexiJoint,CureAll,2023-03-04,2023-03-11,948,45,200000,28.19,8.97,1,7,3.1426978818283167,2.0,1,False,True,False,False,False
AMM-2023-575,QuickHeal,HealthGen,2023-04-06,2023-06-07,907,89,200000,57.28,12.25,0,62,4.675918367346939,2.0,0,False,False,True,False,False
AMM-2023-576,FlexiJoint,PharmaCorp,2023-05-23,2023-07-13,1448,14,50000,42.77,7.51,0,51,5.6950732356857525,0.5,0,False,False,False,False,True
AMM-2023-577,CardioPlus,PharmaCorp,2023-04-19,2023-07-18,959,8,200000,22.74,5.55,0,90,4.097297297297297,2.0,0,False,False,False,False,True
AMM-2023-578,FlexiJoint,MediVita,2023-01-17,2023-07-07,1362,113,150000,62.43,8.33,0,171,7.494597839135654,1.5,0,False,False,False,True,False
AMM-2023-579,FlexiJoint,HealthGen,2023-01-25,2023-03-02,818,45,100000,75.22,10.12,0,36,7.432806324110673,1.0,0,False,False,True,False,False
AMM-2023-580,CardioPlus,CureAll,2023-03-01,2023-04-20,376,36,200000,34.05,8.14,0,50,4.183046683046682,2.0,0,False,True,False,False,False
AMM-2023-581,QuickHeal,CureAll,2023-06-26,2023-11-01,1313,6,100000,74.18,9.36,0,128,7.925213675213676,1.0,0,False,True,False,False,False
AMM-2023-582,QuickHeal,HealthGen,2023-02-02,2023-07-17,501,15,200000,66.84,11.47,0,165,5.827375762859634,2.0,0,False,False,True,False,False
AMM-2023-583,CardioPlus,BioPharm Solutions,2023-04-16,2023-09-30,1348,102,50000,19.17,5.35,0,167,3.5831775700934587,0.5,0,True,False,False,False,False
AMM-2023-584,QuickHeal,PharmaCorp,2023-02-15,2023-06-17,960,13,100000,31.47,8.6,0,122,3.6593023255813955,1.0,0,False,False,False,False,True
AMM-2023-585,PainAway,CureAll,2023-02-26,2023-06-12,1542,113,50000,52.36,14.04,0,106,3.7293447293447297,0.5,0,False,True,False,False,False
AMM-2023-586,CardioPlus,BioPharm Solutions,2023-06-19,2023-10-12,1706,90,150000,40.56,5.46,0,115,7.428571428571429,1.5,0,True,False,False,False,False
AMM-2023-587,QuickHeal,BioPharm Solutions,2023-01-24,2023-06-25,368,6,100000,64.06,12.47,0,152,5.137129109863673,1.0,0,True,False,False,False,False
AMM-2023-588,PainAway,HealthGen,2023-05-19,2023-06-10,296,14,150000,323.53,14.07,1,22,22.994314143567873,1.5,1,False,False,True,False,False
AMM-2023-589,PainAway,MediVita,2023-06-02,2023-07-27,201,17,150000,45.42,7.57,0,55,6.0,1.5,0,False,False,False,True,False
AMM-2023-590,CardioPlus,PharmaCorp,2023-06-27,2023-09-27,1494,65,200000,27.88,5.87,0,92,4.7495741056218055,2.0,0,False,False,False,False,True
AMM-2023-591,MediSafeX,HealthGen,2023-01-26,2023-04-14,1077,56,100000,76.68,11.81,0,78,6.492802709568163,1.0,0,False,False,True,False,False
AMM-2023-592,MediSafeX,MediVita,2023-06-01,2023-06-29,1598,147,200000,159.16,14.47,1,28,10.999308914996544,2.0,1,False,False,False,True,False
AMM-2023-593,FlexiJoint,CureAll,2023-01-10,2023-01-21,632,6,150000,48.92,6.69,1,11,7.3124065769805675,1.5,1,False,True,False,False,False
AMM-2023-594,MediSafeX,HealthGen,2023-02-09,2023-03-05,1485,79,150000,77.62,14.79,1,24,5.248140635564571,1.5,1,False,False,True,False,False
AMM-2023-595,QuickHeal,MediVita,2023-03-17,2023-08-09,787,30,150000,54.75,10.62,0,145,5.155367231638419,1.5,0,False,False,False,True,False
AMM-2023-596,FlexiJoint,PharmaCorp,2023-01-13,2023-04-13,1503,138,50000,71.0,13.02,0,90,5.453149001536098,0.5,0,False,False,False,False,True
AMM-2023-597,CardioPlus,CureAll,2023-02-16,2023-04-16,974,89,200000,308.51,13.27,1,59,23.248681235870386,2.0,0,False,True,False,False,False
AMM-2023-598,QuickHeal,CureAll,2023-03-24,2023-07-29,1526,45,50000,202.63,14.4,1,127,14.071527777777778,0.5,0,False,True,False,False,False
AMM-2023-599,CardioPlus,PharmaCorp,2023-04-04,2023-05-25,647,29,150000,204.12,10.5,1,51,19.44,1.5,0,False,False,False,False,True
AMM-2023-600,FlexiJoint,PharmaCorp,2023-04-22,2023-05-26,1818,91,150000,72.56,13.75,0,34,5.2770909090909095,1.5,0,False,False,False,False,True
AMM-2023-601,PainAway,HealthGen,2023-03-08,2023-04-17,898,11,50000,57.74,8.02,0,40,7.199501246882794,0.5,0,False,False,True,False,False
AMM-2023-602,CardioPlus,CureAll,2023-06-30,2023-11-08,348,29,150000,110.13,14.11,0,131,7.805102763997165,1.5,0,False,True,False,False,False
AMM-2023-603,PainAway,BioPharm Solutions,2023-04-13,2023-09-01,883,39,100000,37.14,6.87,0,141,5.406113537117904,1.0,0,True,False,False,False,False
AMM-2023-604,FlexiJoint,PharmaCorp,2023-03-05,2023-08-13,893,46,50000,31.67,6.54,0,161,4.842507645259939,0.5,0,False,False,False,False,True
AMM-2023-605,CardioPlus,CureAll,2023-01-20,2023-05-27,1019,58,100000,224.36,8.89,1,127,25.23734533183352,1.0,0,False,True,False,False,False
AMM-2023-606,FlexiJoint,CureAll,2023-02-16,2023-02-18,1715,131,150000,42.21,12.04,1,2,3.5058139534883725,1.5,1,False,True,False,False,False
AMM-2023-607,MediSafeX,CureAll,2023-04-12,2023-06-24,380,38,50000,20.59,6.11,0,73,3.3698854337152206,0.5,0,False,True,False,False,False
AMM-2023-608,CardioPlus,BioPharm Solutions,2023-02-20,2023-02-22,1965,107,50000,84.35,13.55,1,2,6.225092250922509,0.5,1,True,False,False,False,False
AMM-2023-609,CardioPlus,MediVita,2023-05-22,2023-08-27,1807,170,200000,58.03,5.11,1,97,11.356164383561643,2.0,0,False,False,False,True,False
AMM-2023-610,PainAway,BioPharm Solutions,2023-04-23,2023-08-12,866,55,150000,46.63,10.27,0,111,4.540408958130477,1.5,0,True,False,False,False,False
AMM-2023-611,MediSafeX,BioPharm Solutions,2023-05-31,2023-11-02,1074,78,200000,178.77,12.27,1,155,14.569682151589243,2.0,0,True,False,False,False,False
AMM-2023-612,MediSafeX,HealthGen,2023-03-24,2023-05-17,1494,66,200000,45.12,6.82,0,54,6.615835777126099,2.0,0,False,False,True,False,False
AMM-2023-613,QuickHeal,BioPharm Solutions,2023-02-14,2023-07-20,1359,57,100000,20.1,5.24,0,156,3.83587786259542,1.0,0,True,False,False,False,False
AMM-2023-614,MediSafeX,MediVita,2023-02-15,2023-03-27,565,8,150000,307.76,12.07,1,40,25.497928748964373,1.5,0,False,False,False,True,False
AMM-2023-615,FlexiJoint,MediVita,2023-03-28,2023-06-07,1169,79,200000,17.02,5.18,0,71,3.285714285714286,2.0,0,False,False,False,True,False
AMM-2023-616,QuickHeal,BioPharm Solutions,2023-02-11,2023-07-10,1668,31,150000,41.43,10.63,0,149,3.8974600188146753,1.5,0,True,False,False,False,False
AMM-2023-617,MediSafeX,HealthGen,2023-05-13,2023-08-29,1208,78,50000,49.18,9.81,0,108,5.013251783893986,0.5,0,False,False,True,False,False
AMM-2023-618,PainAway,BioPharm Solutions,2023-05-31,2023-10-29,782,61,150000,47.58,14.91,0,151,3.191146881287726,1.5,0,True,False,False,False,False
AMM-2023-619,QuickHeal,CureAll,2023-02-13,2023-05-24,419,28,150000,35.95,10.64,0,100,3.3787593984962405,1.5,0,False,True,False,False,False
AMM-2023-620,PainAway,PharmaCorp,2023-03-09,2023-03-28,262,15,200000,61.0,11.64,1,19,5.240549828178694,2.0,1,False,False,False,False,True
AMM-2023-621,CardioPlus,MediVita,2023-02-27,2023-07-13,911,71,150000,36.82,7.27,0,136,5.064649243466301,1.5,0,False,False,False,True,False
AMM-2023-622,MediSafeX,BioPharm Solutions,2023-05-11,2023-09-24,1455,9,150000,82.61,11.44,0,136,7.221153846153847,1.5,0,True,False,False,False,False
AMM-2023-623,CardioPlus,HealthGen,2023-02-18,2023-07-30,982,40,50000,91.93,12.34,0,162,7.449756888168558,0.5,0,False,False,True,False,False
AMM-2023-624,FlexiJoint,MediVita,2023-05-21,2023-06-26,1673,26,200000,80.3,12.97,0,36,6.191210485736314,2.0,0,False,False,False,True,False
AMM-2023-625,QuickHeal,BioPharm Solutions,2023-06-10,2023-11-05,273,6,150000,343.57,11.74,1,148,29.264906303236796,1.5,0,True,False,False,False,False
AMM-2023-626,MediSafeX,BioPharm Solutions,2023-06-13,2023-12-06,473,24,200000,276.05,9.26,1,176,29.8110151187905,2.0,0,True,False,False,False,False
AMM-2023-627,MediSafeX,BioPharm Solutions,2023-06-25,2023-11-21,1171,40,150000,80.79,10.62,0,149,7.6073446327683625,1.5,0,True,False,False,False,False
AMM-2023-628,CardioPlus,CureAll,2023-01-15,2023-06-22,468,35,200000,38.11,5.86,0,158,6.503412969283276,2.0,0,False,True,False,False,False
AMM-2023-629,FlexiJoint,HealthGen,2023-05-15,2023-06-15,608,30,50000,47.29,6.2,0,31,7.627419354838709,0.5,0,False,False,True,False,False
AMM-2023-630,QuickHeal,MediVita,2023-06-01,2023-09-17,1741,147,100000,30.8,9.62,0,108,3.201663201663202,1.0,0,False,False,False,True,False
AMM-2023-631,MediSafeX,CureAll,2023-04-19,2023-09-26,1870,173,200000,24.33,5.79,0,160,4.2020725388601035,2.0,0,False,True,False,False,False
AMM-2023-632,CardioPlus,CureAll,2023-05-25,2023-10-17,630,56,200000,56.31,14.61,0,145,3.854209445585216,2.0,0,False,True,False,False,False
AMM-2023-633,CardioPlus,PharmaCorp,2023-03-18,2023-09-01,1405,128,200000,36.01,5.44,0,167,6.619485294117646,2.0,0,False,False,False,False,True
AMM-2023-634,QuickHeal,MediVita,2023-02-06,2023-06-28,1946,188,50000,32.02,10.21,0,142,3.136141038197845,0.5,0,False,False,False,True,False
AMM-2023-635,CardioPlus,BioPharm Solutions,2023-01-17,2023-01-30,1866,97,200000,268.02,13.02,1,13,20.585253456221196,2.0,1,True,False,False,False,False
AMM-2023-636,QuickHeal,BioPharm Solutions,2023-03-01,2023-07-11,1398,85,200000,90.23,13.36,0,132,6.75374251497006,2.0,0,True,False,False,False,False
AMM-2023-637,MediSafeX,MediVita,2023-05-17,2023-07-18,1492,134,200000,44.37,7.92,0,62,5.602272727272727,2.0,0,False,False,False,True,False
AMM-2023-638,QuickHeal,MediVita,2023-06-23,2023-09-29,1000,90,200000,58.52,14.91,0,98,3.9248826291079815,2.0,0,False,False,False,True,False
AMM-2023-639,QuickHeal,CureAll,2023-01-28,2023-04-17,1525,19,200000,84.73,13.65,0,79,6.2073260073260075,2.0,0,False,True,False,False,False
AMM-2023-640,FlexiJoint,MediVita,2023-01-25,2023-06-12,755,37,100000,20.76,5.72,0,138,3.6293706293706296,1.0,0,False,False,False,True,False
AMM-2023-641,MediSafeX,MediVita,2023-04-28,2023-05-10,1157,17,100000,64.07,14.64,1,12,4.376366120218578,1.0,1,False,False,False,True,False
AMM-2023-642,MediSafeX,HealthGen,2023-04-16,2023-05-07,1090,39,100000,153.33,5.69,1,21,26.947275922671352,1.0,1,False,False,True,False,False
AMM-2023-643,MediSafeX,PharmaCorp,2023-04-04,2023-04-13,292,26,150000,75.5,11.02,1,9,6.8511796733212345,1.5,1,False,False,False,False,True
AMM-2023-644,PainAway,PharmaCorp,2023-02-05,2023-03-22,926,49,50000,72.93,12.23,0,45,5.963205233033524,0.5,0,False,False,False,False,True
AMM-2023-645,PainAway,CureAll,2023-03-23,2023-04-17,1043,71,50000,50.52,7.06,1,25,7.155807365439094,0.5,1,False,True,False,False,False
AMM-2023-646,CardioPlus,MediVita,2023-01-16,2023-04-16,788,25,100000,80.45,11.76,0,90,6.840986394557824,1.0,0,False,False,False,True,False
AMM-2023-647,MediSafeX,CureAll,2023-04-03,2023-08-14,623,46,50000,56.77,12.9,0,133,4.40077519379845,0.5,0,False,True,False,False,False
AMM-2023-648,FlexiJoint,PharmaCorp,2023-04-06,2023-06-22,810,29,50000,69.78,9.5,0,77,7.345263157894737,0.5,0,False,False,False,False,True
AMM-2023-649,FlexiJoint,CureAll,2023-01-07,2023-04-10,998,97,200000,20.93,6.15,0,93,3.403252032520325,2.0,0,False,True,False,False,False
AMM-2023-650,MediSafeX,MediVita,2023-04-12,2023-09-27,1355,124,100000,103.91,14.54,0,168,7.146492434662999,1.0,0,False,False,False,True,False
AMM-2023-651,FlexiJoint,MediVita,2023-06-18,2023-12-06,290,19,200000,40.14,8.42,0,171,4.767220902612826,2.0,0,False,False,False,True,False
AMM-2023-652,QuickHeal,BioPharm Solutions,2023-04-05,2023-09-12,818,28,200000,52.18,11.35,0,160,4.597356828193833,2.0,0,True,False,False,False,False
AMM-2023-653,MediSafeX,MediVita,2023-05-22,2023-08-17,1094,79,200000,41.85,13.04,0,87,3.2093558282208594,2.0,0,False,False,False,True,False
AMM-2023-654,MediSafeX,CureAll,2023-01-08,2023-03-28,795,60,150000,45.26,14.55,0,79,3.110652920962199,1.5,0,False,True,False,False,False
AMM-2023-655,CardioPlus,BioPharm Solutions,2023-03-24,2023-03-27,1498,41,200000,43.42,10.5,1,3,4.135238095238096,2.0,1,True,False,False,False,False
AMM-2023-656,FlexiJoint,HealthGen,2023-06-12,2023-06-24,1378,130,100000,41.26,6.3,1,12,6.549206349206349,1.0,1,False,False,True,False,False
AMM-2023-657,MediSafeX,CureAll,2023-03-19,2023-05-12,1457,88,150000,24.82,5.04,0,54,4.924603174603175,1.5,0,False,True,False,False,False
AMM-2023-658,FlexiJoint,BioPharm Solutions,2023-01-04,2023-01-05,1871,53,100000,91.34,13.12,1,1,6.96189024390244,1.0,1,True,False,False,False,False
AMM-2023-659,FlexiJoint,HealthGen,2023-04-07,2023-07-20,1120,8,150000,26.12,7.89,0,104,3.3105196451204058,1.5,0,False,False,True,False,False
AMM-2023-660,MediSafeX,MediVita,2023-05-05,2023-07-27,1041,72,200000,93.33,13.78,0,83,6.772859216255443,2.0,0,False,False,False,True,False
AMM-2023-661,MediSafeX,CureAll,2023-06-18,2023-08-12,501,41,50000,95.13,12.62,0,55,7.538034865293185,0.5,0,False,True,False,False,False
AMM-2023-662,PainAway,HealthGen,2023-06-10,2023-09-01,619,35,200000,95.96,13.86,0,83,6.923520923520924,2.0,0,False,False,True,False,False
AMM-2023-663,CardioPlus,PharmaCorp,2023-03-29,2023-06-25,896,82,100000,69.33,13.19,0,88,5.256254738438211,1.0,0,False,False,False,False,True
AMM-2023-664,CardioPlus,HealthGen,2023-05-02,2023-10-10,1369,53,100000,17.96,5.57,0,161,3.2244165170556554,1.0,0,False,False,True,False,False
AMM-2023-665,QuickHeal,MediVita,2023-01-01,2023-05-06,454,28,50000,46.92,7.67,0,125,6.117340286831813,0.5,0,False,False,False,True,False
AMM-2023-666,FlexiJoint,PharmaCorp,2023-05-28,2023-08-24,846,51,50000,56.46,8.36,0,88,6.7535885167464125,0.5,0,False,False,False,False,True
AMM-2023-667,MediSafeX,PharmaCorp,2023-05-17,2023-09-28,1273,99,100000,250.28,13.62,1,134,18.375917767988252,1.0,0,False,False,False,False,True
AMM-2023-668,PainAway,BioPharm Solutions,2023-06-13,2023-06-30,836,18,100000,102.57,9.09,1,17,11.283828382838283,1.0,1,True,False,False,False,False
AMM-2023-669,QuickHeal,CureAll,2023-06-12,2023-10-29,1488,118,100000,84.26,12.46,0,139,6.762439807383627,1.0,0,False,True,False,False,False
AMM-2023-670,MediSafeX,PharmaCorp,2023-06-24,2023-09-03,1540,19,200000,44.87,12.77,0,71,3.513703993735317,2.0,0,False,False,False,False,True
AMM-2023-671,CardioPlus,CureAll,2023-06-05,2023-09-15,1733,24,200000,83.72,11.72,0,102,7.143344709897611,2.0,0,False,True,False,False,False
AMM-2023-672,MediSafeX,PharmaCorp,2023-03-02,2023-08-15,1263,28,150000,69.5,10.32,0,166,6.734496124031008,1.5,0,False,False,False,False,True
AMM-2023-673,PainAway,BioPharm Solutions,2023-01-27,2023-04-13,1428,76,200000,334.06,11.77,1,76,28.382327952421413,2.0,0,True,False,False,False,False
AMM-2023-674,FlexiJoint,BioPharm Solutions,2023-03-24,2023-09-16,1741,130,50000,26.49,6.8,0,176,3.8955882352941176,0.5,0,True,False,False,False,False
AMM-2023-675,CardioPlus,MediVita,2023-04-24,2023-09-30,1098,98,50000,46.52,14.87,0,159,3.1284465366509755,0.5,0,False,False,False,True,False
AMM-2023-676,FlexiJoint,BioPharm Solutions,2023-02-11,2023-02-12,1597,80,200000,50.53,14.19,1,1,3.5609584214235377,2.0,1,True,False,False,False,False
AMM-2023-677,QuickHeal,BioPharm Solutions,2023-03-31,2023-04-04,1569,149,200000,116.4,14.87,1,4,7.827841291190317,2.0,1,True,False,False,False,False
AMM-2023-678,FlexiJoint,HealthGen,2023-04-26,2023-07-23,1135,18,50000,54.51,14.09,0,88,3.8687012065294533,0.5,0,False,False,True,False,False
AMM-2023-679,PainAway,MediVita,2023-05-27,2023-11-02,1651,131,50000,99.32,12.68,0,159,7.832807570977917,0.5,0,False,False,False,True,False
AMM-2023-680,CardioPlus,PharmaCorp,2023-02-17,2023-07-06,1319,52,50000,82.29,14.35,0,139,5.734494773519164,0.5,0,False,False,False,False,True
AMM-2023-681,QuickHeal,PharmaCorp,2023-04-19,2023-09-09,852,77,150000,53.71,8.19,0,143,6.557997557997559,1.5,0,False,False,False,False,True
AMM-2023-682,QuickHeal,PharmaCorp,2023-06-07,2023-09-05,799,32,50000,72.51,14.32,0,90,5.06354748603352,0.5,0,False,False,False,False,True
AMM-2023-683,PainAway,PharmaCorp,2023-02-21,2023-07-05,503,8,150000,57.42,9.13,0,134,6.289156626506024,1.5,0,False,False,False,False,True
AMM-2023-684,FlexiJoint,PharmaCorp,2023-05-06,2023-10-05,1144,47,150000,20.53,5.25,0,152,3.910476190476191,1.5,0,False,False,False,False,True
AMM-2023-685,QuickHeal,PharmaCorp,2023-04-01,2023-08-07,938,55,200000,40.77,6.0,0,128,6.795000000000001,2.0,0,False,False,False,False,True
